"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017/2018","Saskatchewan","2016A000247","Nursing","Current dollars","75","units","0","v62427595","9.14","20560","","","","0"
"2018/2019","Saskatchewan","2016A000247","Nursing","Current dollars","75","units","0","v62427595","9.14","21849","","","","0"
"2019/2020","Saskatchewan","2016A000247","Nursing","Current dollars","75","units","0","v62427595","9.14","22532","","","","0"
"2020/2021","Saskatchewan","2016A000247","Nursing","Current dollars","75","units","0","v62427595","9.14","22564","","","","0"
"2021/2022","Saskatchewan","2016A000247","Nursing","Current dollars","75","units","0","v62427595","9.14","25055","","","","0"
"2022/2023","Saskatchewan","2016A000247","Nursing","Current dollars","75","units","0","v62427595","9.14","29771","","","","0"
"2023/2024","Saskatchewan","2016A000247","Nursing","Current dollars","75","units","0","v62427595","9.14","35998","","","","0"
"2024/2025","Saskatchewan","2016A000247","Nursing","Current dollars","75","units","0","v62427595","9.14","42076","","","","0"
"2008/2009","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","17342","","","","0"
"2009/2010","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","","..","","","0"
"2010/2011","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","","..","","","0"
"2011/2012","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","","..","","","0"
"2012/2013","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","21180","","","","0"
"2013/2014","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","18849","","","","0"
"2014/2015","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","","..","","","0"
"2015/2016","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","","..","","","0"
"2016/2017","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","","..","","","0"
"2017/2018","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","25432","","","","0"
"2018/2019","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","17302","","","","0"
"2019/2020","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","20675","","","","0"
"2020/2021","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","20675","","","","0"
"2021/2022","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","22720","","","","0"
"2022/2023","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","19130","","","","0"
"2023/2024","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","19895","","","","0"
"2024/2025","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","20691","","","","0"
"2018/2019","Saskatchewan","2016A000247","Veterinary medicine","Current dollars","75","units","0","v1073542431","9.16","","..","","","0"
"2019/2020","Saskatchewan","2016A000247","Veterinary medicine","Current dollars","75","units","0","v1073542431","9.16","","..","","","0"
"2020/2021","Saskatchewan","2016A000247","Veterinary medicine","Current dollars","75","units","0","v1073542431","9.16","","..","","","0"
"2021/2022","Saskatchewan","2016A000247","Veterinary medicine","Current dollars","75","units","0","v1073542431","9.16","","..","","","0"
"2022/2023","Saskatchewan","2016A000247","Veterinary medicine","Current dollars","75","units","0","v1073542431","9.16","","..","","","0"
"2023/2024","Saskatchewan","2016A000247","Veterinary medicine","Current dollars","75","units","0","v1073542431","9.16","","..","","","0"
"2024/2025","Saskatchewan","2016A000247","Veterinary medicine","Current dollars","75","units","0","v1073542431","9.16","","..","","","0"
"2022/2023","Saskatchewan","2016A000247","Optometry","Current dollars","75","units","0","v1566833865","9.20","","..","","","0"
"2023/2024","Saskatchewan","2016A000247","Optometry","Current dollars","75","units","0","v1566833865","9.20","","..","","","0"
"2024/2025","Saskatchewan","2016A000247","Optometry","Current dollars","75","units","0","v1566833865","9.20","","..","","","0"
"2006/2007","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","11762","","","","0"
"2007/2008","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","11762","","","","0"
"2008/2009","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","9709","","","","0"
"2009/2010","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","11882","","","","0"
"2010/2011","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","13360","","","","0"
"2011/2012","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","14632","","","","0"
"2012/2013","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","16199","","","","0"
"2013/2014","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","17321","","","","0"
"2014/2015","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","17936","","","","0"
"2015/2016","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","18814","","","","0"
"2016/2017","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","19561","","","","0"
"2017/2018","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","19798","","","","0"
"2018/2019","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","20293","","","","0"
"2019/2020","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","20922","","","","0"
"2020/2021","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","20993","","","","0"
"2021/2022","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","22099","","","","0"
"2022/2023","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","23158","","","","0"
"2023/2024","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","24698","","","","0"
"2024/2025","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","26207","","","","0"
"2016/2017","Saskatchewan","2016A000247","Personal, protective and transportation services","Current dollars","75","units","0","v114648214","9.18","18585","","","","0"
"2017/2018","Saskatchewan","2016A000247","Personal, protective and transportation services","Current dollars","75","units","0","v114648214","9.18","19058","","","","0"
"2018/2019","Saskatchewan","2016A000247","Personal, protective and transportation services","Current dollars","75","units","0","v114648214","9.18","19589","","","","0"
"2019/2020","Saskatchewan","2016A000247","Personal, protective and transportation services","Current dollars","75","units","0","v114648214","9.18","20138","","","","0"
"2020/2021","Saskatchewan","2016A000247","Personal, protective and transportation services","Current dollars","75","units","0","v114648214","9.18","20138","","","","0"
"2021/2022","Saskatchewan","2016A000247","Personal, protective and transportation services","Current dollars","75","units","0","v114648214","9.18","20948","","","","0"
"2022/2023","Saskatchewan","2016A000247","Personal, protective and transportation services","Current dollars","75","units","0","v114648214","9.18","21690","","","","0"
"2023/2024","Saskatchewan","2016A000247","Personal, protective and transportation services","Current dollars","75","units","0","v114648214","9.18","22568","","","","0"
"2024/2025","Saskatchewan","2016A000247","Personal, protective and transportation services","Current dollars","75","units","0","v114648214","9.18","23468","","","","0"
"2006/2007","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","12617","","","","0"
"2007/2008","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","13309","","","","0"
"2008/2009","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","14399","","","","0"
"2009/2010","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","17388","","","","0"
"2010/2011","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","17652","","","","0"
"2011/2012","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","18505","","","","0"
"2012/2013","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","18657","","","","0"
"2013/2014","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","18891","","","","0"
"2014/2015","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","19766","","","","0"
"2015/2016","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","20351","","","","0"
"2016/2017","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","20601","","","","0"
"2017/2018","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","21043","","","","0"
"2018/2019","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","21491","","","","0"
"2019/2020","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","21884","","","","0"
"2020/2021","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","27188","","","","0"
"2021/2022","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","27714","","","","0"
"2022/2023","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","29507","","","","0"
"2023/2024","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","31499","","","","0"
"2024/2025","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","33437","","","","0"
"2006/2007","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","12517","","","","0"
"2007/2008","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","13344","","","","0"
"2008/2009","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","13790","","","","0"
"2009/2010","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","17130","","","","0"
"2010/2011","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","17386","","","","0"
"2011/2012","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","17447","","","","0"
"2012/2013","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","17398","","","","0"
"2013/2014","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","18129","","","","0"
"2014/2015","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","19014","","","","0"
"2015/2016","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","19196","","","","0"
"2016/2017","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","19143","","","","0"
"2017/2018","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","20271","","","","0"
"2018/2019","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","20364","","","","0"
"2019/2020","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","21055","","","","0"
"2020/2021","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","23983","","","","0"
"2021/2022","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","24306","","","","0"
"2022/2023","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","24649","","","","0"
"2023/2024","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","26627","","","","0"
"2024/2025","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","27977","","","","0"
"2006/2007","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","10783","","","","0"
"2007/2008","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","11989","","","","0"
"2008/2009","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","12506","","","","0"
"2009/2010","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","14405","","","","0"
"2010/2011","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","14621","","","","0"
"2011/2012","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","14739","","","","0"
"2012/2013","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","15329","","","","0"
"2013/2014","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","16201","","","","0"
"2014/2015","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","16803","","","","0"
"2015/2016","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","17310","","","","0"
"2016/2017","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","17500","","","","0"
"2017/2018","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","17191","","","","0"
"2018/2019","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","18084","","","","0"
"2019/2020","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","18453","","","","0"
"2020/2021","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","22434","","","","0"
"2021/2022","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","23800","","","","0"
"2022/2023","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","24369","","","","0"
"2023/2024","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","26195","","","","0"
"2024/2025","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","27524","","","","0"
"2006/2007","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","11356","","","","0"
"2007/2008","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","12349","","","","0"
"2008/2009","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","13188","","","","0"
"2009/2010","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","16923","","","","0"
"2010/2011","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","17175","","","","0"
"2011/2012","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","17235","","","","0"
"2012/2013","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","17655","","","","0"
"2013/2014","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","17917","","","","0"
"2014/2015","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","18896","","","","0"
"2015/2016","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","19371","","","","0"
"2016/2017","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","19725","","","","0"
"2017/2018","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","20403","","","","0"
"2018/2019","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","20824","","","","0"
"2019/2020","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","21343","","","","0"
"2020/2021","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","26369","","","","0"
"2021/2022","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","26658","","","","0"
"2022/2023","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","27821","","","","0"
"2023/2024","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","28948","","","","0"
"2024/2025","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","30588","","","","0"
"2006/2007","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","12662","","","","0"
"2007/2008","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","13174","","","","0"
"2008/2009","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","14139","","","","0"
"2009/2010","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","16914","","","","0"
"2010/2011","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","17166","","","","0"
"2011/2012","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","17226","","","","0"
"2012/2013","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","17834","","","","0"
"2013/2014","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","18158","","","","0"
"2014/2015","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","18997","","","","0"
"2015/2016","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","19412","","","","0"
"2016/2017","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","19672","","","","0"
"2017/2018","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","20120","","","","0"
"2018/2019","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","20415","","","","0"
"2019/2020","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","20819","","","","0"
"2020/2021","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","25612","","","","0"
"2021/2022","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","26249","","","","0"
"2022/2023","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","27303","","","","0"
"2023/2024","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","28828","","","","0"
"2024/2025","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","30567","","","","0"
"2006/2007","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","21666","","","","0"
"2007/2008","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","21829","","","","0"
"2008/2009","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","28398","","","","0"
"2009/2010","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","27934","","","","0"
"2010/2011","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","32601","","","","0"
"2011/2012","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","33384","","","","0"
"2012/2013","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","31203","","","","0"
"2013/2014","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","33417","","","","0"
"2014/2015","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","35339","","","","0"
"2015/2016","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","42314","","","","0"
"2016/2017","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","43294","","","","0"
"2017/2018","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","44859","","","","0"
"2018/2019","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","45991","","","","0"
"2019/2020","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","46197","","","","0"
"2020/2021","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","45867","","","","0"
"2021/2022","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","46585","","","","0"
"2022/2023","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","49871","","","","0"
"2023/2024","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","53257","","","","0"
"2024/2025","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","56586","","","","0"
"2006/2007","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","12113","","","","0"
"2007/2008","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","12691","","","","0"
"2008/2009","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","13489","","","","0"
"2009/2010","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","15932","","","","0"
"2010/2011","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","16169","","","","0"
"2011/2012","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","18703","","","","0"
"2012/2013","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","19134","","","","0"
"2013/2014","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","19491","","","","0"
"2014/2015","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","20400","","","","0"
"2015/2016","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","20893","","","","0"
"2016/2017","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","21175","","","","0"
"2017/2018","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","21911","","","","0"
"2018/2019","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","22192","","","","0"
"2019/2020","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","23039","","","","0"
"2020/2021","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","26458","","","","0"
"2021/2022","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","27160","","","","0"
"2022/2023","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","28281","","","","0"
"2023/2024","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","30113","","","","0"
"2024/2025","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","32179","","","","0"
"2006/2007","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","12457","","","","0"
"2007/2008","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","13105","","","","0"
"2008/2009","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","13948","","","","0"
"2009/2010","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","17154","","","","0"
"2010/2011","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","17410","","","","0"
"2011/2012","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","17471","","","","0"
"2012/2013","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","17744","","","","0"
"2013/2014","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","18175","","","","0"
"2014/2015","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","18883","","","","0"
"2015/2016","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","19223","","","","0"
"2016/2017","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","19399","","","","0"
"2017/2018","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","20005","","","","0"
"2018/2019","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","20468","","","","0"
"2019/2020","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","20866","","","","0"
"2020/2021","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","25614","","","","0"
"2021/2022","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","26279","","","","0"
"2022/2023","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","27426","","","","0"
"2023/2024","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","29042","","","","0"
"2024/2025","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","30817","","","","0"
"2006/2007","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","11621","","","","0"
"2007/2008","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","13045","","","","0"
"2008/2009","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","13112","","","","0"
"2009/2010","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","15907","","","","0"
"2010/2011","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","16144","","","","0"
"2011/2012","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","16201","","","","0"
"2012/2013","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","17273","","","","0"
"2013/2014","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","17573","","","","0"
"2014/2015","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","18572","","","","0"
"2015/2016","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","19378","","","","0"
"2016/2017","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","19627","","","","0"
"2017/2018","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","20108","","","","0"
"2018/2019","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","20738","","","","0"
"2019/2020","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","21138","","","","0"
"2020/2021","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","26811","","","","0"
"2021/2022","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","27189","","","","0"
"2022/2023","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","28158","","","","0"
"2023/2024","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","29886","","","","0"
"2024/2025","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","31734","","","","0"
"2006/2007","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","14248","","","","0"
"2007/2008","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","14715","","","","0"
"2008/2009","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","14583","","","","0"
